 seq | path_seq | start_vid | end_vid | node  | edge  |        cost         |     agg_cost      
 122 |       50 |     14745 |    1175 |  1175 |    -1 |                   0 |  17.2644842465349
 123 |        1 |     14745 |    6649 | 14745 | 21784 |    0.11839792716874 |                 0
 124 |        2 |     14745 |    6649 | 15791 | 22532 | 0.00817216251083721 |  0.11839792716874
 125 |        3 |     14745 |    6649 | 16449 | 19442 |  0.0138025968380234 | 0.126570089679577
 126 |        4 |     14745 |    6649 | 13727 | 17021 |   0.101067517829829 |   0.1403726865176
 127 |        5 |     14745 |    6649 |  9451 |  5404 |  0.0240763635992448 | 0.241440204347429
 128 |        6 |     14745 |    6649 |   357 |   216 |    1.80881799078365 | 0.265516567946674
 129 |        7 |     14745 |    6649 |  4180 |  2373 |   0.118744204865809 |  2.07433455873032
 130 |        8 |     14745 |    6649 | 11331 |  6479 |    1.42640942261541 |  2.19307876359613
 131 |        9 |     14745 |    6649 |  5771 | 10580 |   0.817909558022194 |  3.61948818621154
 132 |       10 |     14745 |    6649 |  5823 |  5740 |   0.994392835474268 |  4.43739774423373
 133 |       11 |     14745 |    6649 | 10008 |  5742 |   0.289994735801605 |    5.431790579708
 134 |       12 |     14745 |    6649 |  7380 | 11517 |  0.0992440368188808 |   5.7217853155096
 135 |       13 |     14745 |    6649 | 10396 | 16106 |  0.0615458995214653 |  5.82102935232848
 136 |       14 |     14745 |    6649 |  9500 |  5431 |   0.192427402023419 |  5.88257525184995
 137 |       15 |     14745 |    6649 |  6597 | 11051 |   0.201895146418967 |  6.07500265387337
 138 |       16 |     14745 |    6649 |   303 |  7376 |   0.359271860257594 |  6.27689780029234
 139 |       17 |     14745 |    6649 |  6772 |  3858 |   0.171114576303175 |  6.63616966054993
 140 |       18 |     14745 |    6649 |  1722 |   991 |   0.120281833508523 |   6.8072842368531
 141 |       19 |     14745 |    6649 |  6649 |    -1 |                   0 |  6.92756607036163
(141 rows)

